price_vnd,sim_number 
4282171,916303300
8424122,782574888
5634324,363881688
2594554,942236139
3482279,388094222
5175972,932023532
2252847,799033944
823284,344230969
1814050,984393037
886285,332064279
2253729,328176667
2333006,943276801
7620948,968848587
5615255,826782007
3742405,987464291
3843234,909157387
903634,328422204
5643299,865686839
1980981,705277644
1711787,338962332
2116771,327836588
7308303,816449666
5998241,816100300
11667557,888869169
10798510,833000555
3197052,942893839
2452413,335899066
1874423,985632430
1724655,333102599
2912317,795610615
1563293,342989294
4813304,777685757
82660106,359718888
4671142,902080504
1512815,354543588
8543967,842999972
1764706,332697199
2920420,889307549
31434227,846766766
6408762,706535666
966091,332694986
4168059,918180330
16173970,583464646
5544582,853678982
4497200,778396839
17467470,866686863
1507949,387060518
3539997,972618589
2619561,901741543
7091806,815883222
3606977,865962396
2507805,879288018
4608281,779936688
7846651,777759872
2755480,948900600
10357178,927038666
5861655,343600006
1306601,384717066
1736125,332518799
5640923,866615386
4336856,564931992
2038827,877008379
863689,334102539
1829333,972057486
1412811,343158079
22074376,708888856
1755603,877119905
4583827,931113078
863982,347052139
5652750,859689586
4290532,925782879
4155757,335225222
4007966,865937859
12730013,352222297
2256546,778544877
886020,358602486
2682332,903804771
10494877,814946678
12530041,789665678
925107,328431331
6489650,798911998
819173,329440689
3191300,944438886
2629760,762598181
5346106,357779799
2569039,934097274
3023321,865725730
2298346,707647799
3157675,846554455
961999,338472679
1123614,329271071
2005121,763010654
4621033,972772011
821805,328140872
1728212,327271282
4076749,942262006
2541364,333559900
246794871,917006666
10818796,815649678
827780,327300294
8461542,835851666
2980219,907114115
5147971,973369636
2830539,352151986
2011310,877996188
2648699,845130778
1935459,363262272
867742,328704639
2401898,382677227
2149691,356993078
7381806,774270999
6342571,898637383
4887333,932322979
3714952,961442009
5731362,838222168
1395498,334783588
4525467,968752220
42231879,888883579
929238,326661114
4812228,926636882
8303135,838987898
2729294,985345384
997330,372145445
1816118,362907773
4045079,797336337
5544162,768757579
3300846,812843989
1867495,962343060
5458661,769936668
2799843,849144138
10729619,825428678
2212086,877153338
8955151,902352000
1495632,877335532
4861300,798778790
11151279,762876999
1714906,327158799
1673459,877153668
10919872,849345999
3515419,969551370
2943340,877111838
3581272,986715670
878185,334490345
4898353,929318668
3769078,359955586
12317672,829320000
901939,334631221
2630492,865567664
3596923,826427555
1484604,343441971
2005121,763600455
2428169,762535538
6364529,765333313
2083718,949035458
1703797,329192166
4819474,968312588
7462369,818999090
70398525,889686888
9668950,777666649
4006027,963355139
2283701,705477988
3954768,901695886
6691420,703800007
6491960,357081666
827780,326070384
3452310,854689456
1529070,877177745
3937408,865166799
2489543,948373987
26113188,896888809
3575925,982313290
6196302,949599954
4526167,928220708
974710,326574699
6207285,888182017
4057599,927310686
2033938,949046843
3209198,986752023
4366860,395775222
2493259,363218688
819173,327420699
974710,329964114
5633917,989958568
3615465,962158299
4447848,963661788
3460899,328687686
2807683,934244060
3171152,528777277
966091,335634266
2122830,964967398
2237111,329227686
2394332,372686828
3090867,797001133
3681047,868325223
3793541,919242003
5148178,382771789
10914949,825894678
859602,344300139
1213295,338461688
1958537,327572882
3231192,359333589
13904327,921817888
4123686,357666577
3437885,783699139
2588708,702656756
10317358,564247999
1217785,343815886
1449047,326953003
821805,344181206
2059366,356303083
3928923,909156376
3803569,843867686
5073387,936686997
4937093,926506778
3416343,568266268
3461073,862955695
9819265,782861999
9404694,777108666
2409590,329121977
4539213,828092025
4207770,909121731
5391365,842959939
7186212,332888555
1118909,343422291
1647307,397878920
4038660,909177850
3275051,962972055
2939712,795671963
2776854,936614774
2590222,969040179
9628369,858719678
1470907,332055399
2047670,964145665
5415558,815021998
17190231,705323323
2873829,763666400
1184231,328031013
2074971,879286568
974710,327674988
13300905,799999673
2517718,708129029
883831,343010491
2021116,973978746
2841385,937106499
5751070,775843666
1734576,343851978
853955,343560339
1796915,366752772
2752762,814549607
1734655,976280442
4258910,971139759
2039527,386703603
1092294,343892588
2283542,362393339
2377408,562291984
992762,376846123
3008414,795611388
1849354,862949859
2666130,941209882
961999,334592234
3361817,865727221
1045372,384810689
3630900,813347555
1839737,327783331
4286014,795666900
2755350,904713589
12352974,839023999
3508602,976246352
1814520,971940525
1898237,879929588
1213512,332280966
4090041,905531811
4416513,981518679
7617599,399738899
2529301,567895279
4169974,939856116
20890899,979391998
2400791,965310497
2479213,945272983
4353406,853544686
2523936,946293558
979386,328496139
2438096,943471112
1513481,335479689
2395104,988448077
2112760,702774174
2030802,776249749
3922540,368579889
2196498,702673671
1086559,333474699
2141681,946301568
3023321,866050532
2219521,946648344
1557506,349869168
27632046,394111555
79270317,822676666
2766464,898025454
4817008,924081977
4581021,901190839
1791135,982749770
2811824,928750479
3237029,833471000
5350214,903895879
4190861,762878989
2745434,523962002
5645328,768826892
3291463,773300788
1123614,373801286
1148513,337453979
3475567,948600044
5973461,702211666
1152895,327970966
9494915,813709678
1993305,705974422
2534031,327281977
3106692,815678974
2850344,793050365
2382221,762533537
10866841,814394678
4503018,931129189
827780,343200477
880361,879481010
65359581,763886886
5330082,967159879
16267194,899666603
3074612,898324731
4239357,815822300
3681047,865252823
2627545,904784689
1710419,332397366
1152895,326200676
4812228,923966926
7834311,844631999
2562648,989892874
25301054,842378378
7093256,773959989
1123614,327170675
4378529,857796569
3754169,966392659
2548305,382588599
5632082,765117111
6033401,967128882
11032712,812753888
1495632,877992236
1063260,344135639
21650516,779528528
2186017,763574474
1711787,332953288
3395357,865812397
2862134,358678168
5961341,799181000
2378584,865452539
938245,366564088
1195848,343237599
3803789,522231993
5149951,389121777
5646764,813121818
1700612,879936188
4505611,915813339
1759807,337728539
2053504,708042234
3289554,708171571
2452413,336079539
2617259,986154440
8020547,888688339
4187798,852266113
3669274,911606159
3395666,886817644
4198788,367838776
1511333,336149686
10116564,898908199
8426694,326666787
1683886,866428431
2366122,866846284
7794310,398878678
5371620,906611662
28709273,981012012
1152895,378920786
2686825,947576366
65449542,866002222
2133108,356017366
2835897,784899191
4770024,815891198
1184231,336310268
9084191,869692939
4262984,925979232
1973416,975438259
5726915,852978899
2089347,708127474
3427951,815468989
3383600,843393838
1159570,879927234
2843555,326888723
4732506,815772868
3950864,795700677
1943296,877996186
20840317,926443456
2818043,898434221
4552731,968352015
1429099,343866640
1194012,877110387
6651288,814471999
6449069,993663389
6259885,818022012
4604507,833150009
12653224,836726999
5130944,901016168
1840792,981447871
45224637,583705555
4291145,867517979
2333928,332262221
140648673,788978888
30283093,788458999
5005065,976867626
3336355,386888401
4207770,909132712
2054709,985789145
1736757,984520484
2095866,763703403
7146437,929386899
17542961,778253253
4575950,949288890
2187227,943736248
20047849,355333444
2839705,903143585
3654278,779056868
5107787,927509889
4105053,886097995
5802096,921622006
1668182,879817079
10834924,854769678
939395,345784099
3810493,865671178
5142147,923678379
3527054,865218399
13494987,762846888
2309043,972942544
2826124,355355581
2575615,985641782
6132827,813889933
4181301,936128326
5289655,369991972
2565457,707829982
2632195,763128866
4450762,982798692
2174176,943264698
1779089,964087454
1849754,964749865
2087874,981465976
69282533,928945678
11996146,826666624
1470907,336026239
2532838,898304470
3311394,866270879
4658123,917061995
12261006,373211888
13600649,796112999
3080241,932318432
1448391,382971386
5899159,899078866
7160416,948868830
8898046,782813999
2883609,814247055
2734363,708166922
6629574,785636866
2921158,947666006
2213643,943896080
2435060,982394688
1148513,373465689
4252431,766833979
3450506,862957639
3155902,763019876
4670557,825333633
6236740,705995990
1575119,325067667
4698729,901186139
2691334,974296131
5887436,931798838
7604924,888317686
943884,384472939
1752179,877109586
5435237,819682004
5343018,868519668
2902236,386992016
1247244,879301366
1087490,349615879
1716674,326159239
7524828,929388468
1587955,866814409
1879171,962394077
3526725,338768567
3961580,795655366
4124523,338957939
1741103,329976279
6116430,826125777
2896307,814077530
1711787,329552839
3162987,528951980
3928923,903165103
5214108,981671779
7540791,768776668
2895868,908241077
4469241,852779339
15441594,961999904
884836,344102969
5709489,816160686
5822761,923062003
4005117,937502330
2147260,763653012
4240662,338060222
1962053,976446381
2021116,971139466
1710944,866274439
3508823,967825815
7288790,345033337
1603894,332573993
11171682,818340340
3421160,862955178
2037577,865789984
3749675,963302022
1389431,877102567
3281525,708161963
4185113,961238989
3555695,708113913
2434486,799104639
2377023,945514983
346935898,365188888
11925188,822137999
7509403,846971999
4900626,777995757
4165268,931353582
1711787,383525969
8867841,787890789
2236050,795646641
1367571,877102068
5863491,815279000
2100890,971348989
1837771,971143680
2021301,382876268
1500524,329581286
4329163,905883128
4595479,933832779
2199963,762596345
2857071,705428585
2327583,339861186
3944004,902383853
3105828,773300588
98240047,977839839
2281303,947697345
2984588,901946886
3913345,867116300
3376775,934411973
1804473,328952699
1606187,326057866
966091,328524368
1787815,348647486
1217323,346913799
10172797,786266662
1309249,877110981
69186316,707060000
822134,343270776
1756052,865443599
10895826,849152678
889325,343020801
3492638,708061967
4898459,703779879
1448391,327371388
1931704,866111324
15335596,359676999
1515072,867022442
5421210,916679168
5749781,328588988
822134,332340166
4984984,826121282
2110791,364532008
3811984,799111655
12849081,931878858
3897206,986599617
2302820,949409388
2676868,981687984
1248000,343097345
21707391,775707707
2486339,763527526
1795960,963005794
3973026,373936665
5660122,827768696
4399508,815822311
8293052,869387222
947547,344125739
2058376,762771345
2370222,566521989
5379932,938811778
1945080,326229039
9796603,888878985
3208912,775318866
66160143,797111999
11226448,819018666
3551029,865628399
4026096,921670668
12426991,352393888
1487642,877125533
7769961,355901555
6411468,706098555
2849782,978228468
1515438,877117743
2921690,878238298
3928923,903615688
2222213,567121368
4125099,971387160
7195384,333000313
10933851,849824678
1507949,379160381
89402968,948858585
3586963,961442014
2581848,983347424
8436103,814320888
19310955,929993179
215619630,764666888
886285,342903568
6772158,786660668
9689079,888889184
4610537,812536699
3366790,838459981
14175357,899077666
3158968,357317776
4353237,825113399
4461401,377537773
2941693,377788825
10606690,764444409
1184231,336251066
4133335,985698773
827780,343260280
3905504,971553619
3236649,762821238
961999,334182168
2120253,327196444
4181758,911895339
2048648,968841491
3152934,868532425
137071106,769229999
3913345,867013766
3542288,867019589
2751036,702733232
2058376,763522433
1821135,865627743
3160452,931146660
2413066,967066446
4806288,819235886
6275514,707077979
2324560,332129266
4788460,936329866
3326247,889437389
7674051,989797489
4147072,862999031
4344296,931513989
3996982,769647555
3066556,889555294
2120603,776292492
879335,344190594
11256584,355247999
3355589,985280200
2464893,705982567
2575723,866249166
4340571,972956279
1924710,979590224
5414625,782192555
2071995,944782084
2165799,702788456
13326101,815508666
974710,327584968
2841161,778251291
3109251,784646566
5809308,908800911
1955619,383332696
965221,333452539
939395,343403599
2987128,328031981
2890754,902345691
1715803,327719388
3932992,865776996
70600406,797393333
3402580,369853899
4480182,917555639
8370508,922554078
4549316,903373638
974710,346112786
2052811,707936345
1083000,343164669
4475597,921979515
2674533,903117407
985324,342925939
8272334,902446678
1468646,879158486
79351894,859846666
1063260,343385139
883831,383450650
1184231,328510639
3552559,975896672
2344458,763066288
3845275,911908362
3855966,867022263
3480373,799102018
2093648,974703424
5400336,827606660
12799161,949999327
38346862,822225777
3999230,909266981
6851008,827682868
82496025,913391888
8087144,708004777
3914107,822242468
3383754,705991010
9541727,981285878
2599067,335317866
2664545,947819323
2587972,776259253
5066913,769108333
14573295,704543543
1987465,975149682
3728337,971259897
10331614,827227779
11173948,356027888
1548212,365481974
2602133,984924309
3797405,909860295
3118441,763588584
3442811,944671996
961999,343793268
887171,367052499
1846187,365759528
19965547,777777853
3516697,976310912
1311871,326120900
2676668,773386321
229121795,935336666
2763348,931407110
3666370,981093590
7233860,773989998
2467487,974898847
9612492,817250678
2297325,943000797
12307952,815161888
2221833,942549752
882194,335402866
3821437,763599788
4165617,837005179
2362246,705402407
1015788817,986858685
2675430,702728726
6907036,385868786
3415811,969648887
1751688,969644007
1942192,974713484
4389858,866219766
882194,343802689
4531456,937983616
5160621,779769759
1397298,877006289
6429134,925392000
3677364,763667067
7488680,775733337
3022464,925983468
3322946,865125675
4002840,943369379
2722989,708112812
1796915,337672782
3794302,926155444
10482934,888899070
1516921,865444086
2997865,772289479
3167879,834821179
822134,344230577
4940597,978991894
3245541,866023139
4342228,862989086
2961285,763753153
2973001,879488083
2467705,945151893
2720800,898765406
1948947,763100432
1866510,326759695
1470907,332063539
1241213,327486667
4024513,912161886
5907702,826823878
863689,343122039
2015018,944032623
1087490,343955166
3042944,813457669
887468,327494066
1232907,329166674
18644980,763737737
12310252,706536999
1026552,333070204
2269126,862946988
4025429,962193889
2017231,763004141
1703797,339215296
2493132,708029025
18499378,797005678
3689795,986772022
9379094,888881600
822134,346680234
10947138,826014678
12852641,768491491
7492040,898618218
15259826,823830830
3813048,945172016
2711277,568171990
2216415,379278688
1773058,974789842
1730706,974084589
9882643,706693999
3031018,762788722
2618208,797663322
3083605,762729723
2696481,368231987
883831,353040879
4625484,981602012
4013144,981303313
4564372,862898659
914015,335014139
1703797,352312366
2590692,762539535
2561285,763588277
3357076,856253545
1892469,979642684
2886753,844119933
3154828,763175737
2605224,336057966
3480779,708137713
4512269,886565680
10958300,823304678
3327072,708193199
5271848,915499333
9316968,565267999
4815747,916717727
2074266,776211844
2504055,773366211
3621248,963125315
7809129,777789443
1894416,866946784
12927791,788703703
131628888,328822882
2015047,338471997
2307881,336276660
1453882,327499639
1210189,343648286
21318058,988682684
4733377,935271980
8784180,823666636
2660393,528932007
2307891,865746779
950255,329543239
3712488,975050561
6885303,923698777
827780,336240208
5425671,936639878
4134045,773666079
2748401,702756758
1825301,332936739
5551666,911868696
3869026,996952010
3499927,799107876
6773869,799959878
10885965,849381678
3283619,869234255
7517550,833898189
3637459,777678731
3708984,776306868
3928923,896503987
4031307,906695689
6372671,888161361
4272907,862221113
2918685,523281989
4438477,866229822
2061387,367505787
3846988,846322323
2058261,333780766
2575310,702716565
2419689,941217705
5148374,924012017
2146136,379175639
12366108,333388689
1986874,327598778
5556513,983017444
3354917,705272007
95146071,888293333
1751868,974842022
4320378,888004158
1123614,326150783
3137138,763617615
2902842,877110678
9120298,784843456
4546332,923681113
878185,344180476
853955,346740539
4919506,931872006
4357236,906092032
1123614,328231071
1649685,862944564
1144023,343983766
9012902,769888855
3024382,523051981
4445833,931823812
7879336,929659379
3309137,966376744
7404528,947777862
3158496,705971071
2811905,936885744
822134,327430566
2173850,962475686
1711787,355285286
1441625,385123068
3786740,795653853
6703943,822772345
1711787,358992386
10806089,826462678
7453257,777728318
43358420,989899668
5259145,388087078
1087490,343153689
822134,344301293
29528652,567606060
113146572,382258888
879335,354140991
10337244,858286868
7574104,994333777
822134,343121084
4963958,936222689
5461956,772000017
2523870,773315210
5902612,889336338
853955,343140139
3528906,967702191
5063686,848886933
2106086,335083799
3242717,966020058
6848269,905702008
4615811,983929226
6716793,359996933
2470265,523561996
5087452,938106006
6901534,813449666
18311046,837517517
5127746,932197279
23137516,888333383
4941243,855093838
1087490,877113354
3322759,329689499
2379112,326977737
2565585,943682318
9489973,368880008
4896826,336882388
3629569,978831002
5876928,775101555
4419124,971910499
2447392,762725012
3990035,935110601
3133094,921383466
3896399,903127505
73912318,793438888
3229093,763177661
6225995,902080820
4947600,366659569
10914728,842264678
2047649,352886696
2153751,961264992
3757786,912073005
2113346,974969751
5459608,928042002
7724798,929059379
2640659,333167539
3027721,934944413
3796196,913891984
2333383,967226468
4687326,986166100
1772314,865345684
1651408,327006866
10199247,968989279
7521528,782878555
3946401,866237778
17145645,813059059
1882539,879197952
2412717,877117769
4910131,858828234
2889898,965544486
9500097,899788578
4506052,936229278
2587972,795629623
2675626,949559745
2986489,373091989
2262016,336172227
4090041,908311059
10309740,866388817
3473144,567899477
2758594,769402019
2935089,352691997
3990011,349891000
123826974,916339888
3112302,819473886
4315339,908893568
4483140,981291779
87527507,839979979
2348940,523761996
1135518,342416979
4803222,923867899
11621986,925848666
95156523,766627777
5347040,819833488
2289806,792364279
10492743,847917678
882194,362342905
1470742,329888594
883831,343150607
5563332,923011991
4529681,932091001
2163249,983949568
4133989,869278267
1640427,395512879
1492785,384139994
5559998,815666336
3571522,353776788
2155369,586652008
6116820,869767879
2899306,763100633
2504931,763647456
10489068,877777055
6026359,859182868
40906073,869888816
3157567,904437279
49016535,889999968
9612490,817853678
10731702,827947678
2700221,989414297
6493860,972014777
1256094,343316939
3642979,779727771
4204117,366963993
4070668,976335387
2269807,911040881
2053680,762631431
6354426,899911616
1507949,366170968
3574937,854626268
14238434,338693693
3328695,975250776
4963465,832798909
10884667,843374678
1640773,333469479
1083000,344113667
1403175,877101566
1198238,332449266
2148887,369565099
3950847,345911777
7793530,782698269
4400512,705400700
16713280,866999912
4514788,866193779
3732223,989091015
6132868,971611979
2325220,763717474
62110164,363815555
2978426,359251981
139983988,985855888
5361325,798021222
16139465,898465465
49137668,909195678
3210079,708168165
2865085,795633700
997330,359562466
4065145,852804222
7593293,924444343
2811312,877111568
6021967,888122186
1184231,328100991
1278346,343963699
1778614,332798539
11753461,825231999
5496758,909100769
2127149,941003189
1879171,976432130
3008414,763685185
883831,344100871
4307375,929111957
3337188,963056266
2237150,799094210
1050598,385431386
66332838,979110000
10749965,842276678
4440946,365769993
2115971,944327703
1308184,367644486
8159398,932463578
2399998,942350179
4062035,977281679
2451611,941127966
217497415,857575757
2767102,767229933
1096386,329384889
1449047,382365005
118726309,978468999
1395231,333549839
3627419,708133700
2272250,326172221
1953617,989609845
4508161,961272011
1374198,345378166
820829,344230484
2495197,763552558
3458299,857448456
4290288,866733711
2518395,789789602
13254863,838988885
2195931,705486654
2472824,772721166
6229206,886787077
2930386,932845005
1421910,343801975
3929371,918538636
8485228,981869399
3583613,708073075
4417517,932018338
3376962,972529037
1863622,975846806
2060791,974288792
2762616,934184766
1442810,387041974
3390050,865033768
11064315,926743888
6594772,981999762
2392321,986903453
4445964,938091601
7197823,389836668
6038803,886326879
6116118,582779979
2682928,377045444
3139979,787909972
3333028,779156651
2552332,778523520
3180476,786777929
4801321,902742162
2975706,523401981
3621704,985970501
4473218,367679786
132018975,867777779
912957,379806234
23009921,869000333
4868987,899717373
13222886,987788890
4628667,383366639
4096192,816711755
12610926,395530888
63760036,855817777
4031135,862999083
4812451,985523788
2860566,904388936
6793171,933936986
4924666,929292337
1395996,328649566
2183119,774791368
8404432,369567333
3584291,962195988
1687815,335449567
1184231,336180268
2237765,702752756
3058927,708160163
4788931,933539395
4090041,905731918
3935862,965716178
2136117,394686899
14365372,846277277
2905232,795711033
7638013,789222255
2191807,944719982
4032597,926336256
3257596,854563889
1911787,338311984
2736720,776291988
1703797,336182699
3526725,356878739
4855038,961565551
20928429,968688222
2531516,945765595
883685,329014774
1752229,964227744
2096735,328111589
3354917,707572010
4194632,859779933
4128533,937502379
1144023,334734669
6112631,832196688
886285,326314079
2105579,763049041
7218706,828668679
4940122,907667996
10001229,777774812
4744385,904842005
3356463,799080168
7538691,913911995
3534643,973560393
10930241,785488666
6692344,822224220
6644872,886737555
2765269,366871115
822134,334280377
4297533,902230579
1404192,877010390
5760277,923491997
4545970,903191388
2173024,345968179
2447741,987555941
7375522,896660889
1727419,372131881
938245,336074889
822134,334210322
2127043,985491591
3949961,961213819
2444665,865423252
4750173,913558679
2760995,966103504
1470907,338023386
2715547,905885449
2126939,984803453
57153783,968080666
4698768,912657679
2175754,944631174
1903441,372767368
2367720,567515253
5509359,913012011
5876154,973568889
7136757,888825168
1353244,344319739
3990035,909180563
2928370,889095462
3238790,326112011
4508161,967812001
37782030,898444447
10825133,845534678
1064190,333425586
4476733,932555817
4217906,937658355
4910798,936963377
2731582,948268733
113050934,828526666
3519855,862965389
4047616,926335586
1338360,344079366
7950557,777106688
7377737,889654567
1451068,372266330
10538569,792988885
4908945,943469299
827780,329030684
979750,879400097
4306690,938963268
2585933,913176452
2649127,982264480
1197669,879300891
613826926,944478888
2682332,909403781
462207458,979508888
4394792,862988956
3436624,924090709
3604374,962800989
7390426,799077599
861584576,888666888
4007001,912339627
1124961,343844939
1603894,362753993
21476222,947771234
2745851,934357246
2220720,941922057
9905433,398613666
11819721,888862969
2296923,947021090
2322574,964938248
7995390,846088889
4402042,921656863
11917790,333388929
20839796,765829829
5207657,981281987
3417240,829914886
2057355,333501899
1193356,879301079
1010404,879286464
3615617,966422009
5304690,787280555
4341184,898570168
5786974,855686899
17931258,902714567
12285951,898198868
5033165,392811991
926735,328006479
3828119,866070733
3764978,877337978
2101828,981182024
3936387,763115511
1582017,329062399
3953487,961330168
3544105,866290090
3151440,922744088
2976140,909839475
1703797,332582139
2159396,946633058
4011155,858871974
4206167,937923966
3996063,866779758
2453635,382887766
1675009,379209566
4663224,925548777
5296639,911988579
3721207,827787234
3461073,865962592
4269944,934502004
4387135,773396876
3100634,852117234
5371454,366696839
6499082,989778817
2198228,774979123
8429321,983384789
3801868,974644427
2243931,773342347
4552520,981862007
966091,332644866
12649250,858191888
1451068,332075568
4181301,931368992
31681422,585555444
4159846,335655366
4488720,924796555
2272599,941869447
2146136,335361799
6106246,817112013
2978180,393771986
8448611,846994888
4355124,837761978
857195,344160478
9889684,867988586
2152202,989549576
4752518,945393222
4189243,937323537
2527344,705229797
5291890,387518885
949180,334275439
1426183,329220712
1711787,366292386
2763348,903647337
10781692,848017678
1751436,984102342
2318555,865194269
1556283,335121366
1487642,877992123
8317567,912866656
823284,328310499
1149652,342847345
17044708,388666000
5380239,926032018
1025438,333181439
2168674,965645291
883831,347100796
2254292,762591010
4576258,703373739
2279775,945747619
58771363,971363666
2659545,912634116
4161420,582789444
12787833,925485999
1819425,965747110
2232072,776288543
1391009,383484686
974710,342875979
2039527,373075706
1213512,335230588
1722505,328271182
5083952,865000805
2957422,909286014
2066125,947705429
2638702,705222499
4183085,778511432
2164237,366131588
5028518,922668179
8835288,816886988
12222297,838666368
4309244,813953839
2121299,944662187
2319797,945847435
3583613,707503305
4545970,938101303
4179212,965139189
1738060,869943544
974710,327214186
886703,333160494
1668315,335127639
2185303,941305586
2458229,913141683
1763547,335730366
3979352,916506655
3384578,862356752
974710,329654266
30759524,888818998
3974213,906736279
10822217,826764678
2235922,393627879
1632599,879936166
3538153,879598895
1152895,327050295
128903791,946222888
883831,344160306
4414432,906757887
5848860,866165689
1640081,353317239
4339753,976191338
2729679,879287880
3632228,911041977
3723697,984852015
5374649,778855579
1239081,327080205
3094361,886496949
2079800,946409376
2478548,943986186
6886995,889372345
12385697,379083999
12684599,888886181
1228194,879485669
974710,348274986
3150922,379533989
2358246,763155277
2155476,332763444
7754017,358960960
2495088,942827115
5628743,566896669
3492127,705087799
3830196,705412321
3921370,924716544
2044966,947270149
2281879,333158039
9621533,778780999
85743122,783986666
3807671,931711984
1234580,326237234
3695211,934351993
4883071,819881357
111232576,984416789
5164464,833166969
2127043,977194195
1763547,337090688
8305667,812803456
1435291,333160872
4829764,963633786
1213512,365020582
3575363,846197188
2765490,984483451
2254133,948416368
23118040,988188660
3690241,926335590
3683031,862910005
2198701,946299841
2883637,976443952
3998611,763566561
8294134,928597997
4723237,865187586
10451954,786171999
9410907,777666632
6555692,868661636
2564219,932164204
2862223,833030405
4305518,773355353
5439143,789863386
2251378,762507307
3310929,763511517
7062068,938191881
4074593,921670788
826138,344260804
13072381,911110398
3780135,865371639
1648417,363572579
2180805,762569234
966091,332274566
3582550,978260187
4028928,909135751
1267755,329190200
3469797,792333838
3322667,865279286
3081602,939849256
15749936,848852852
2961541,359169189
1643116,862903490
2237698,762601701
4344173,907262926
2577473,566391992
4047866,909159370
820357,345240786
2665264,909743080
10749756,857864678
4536495,767855858
2895882,901466589
3618496,397607979
3370468,969558345
3561672,985022662
1141759,326419234
1091892,327046566
3526725,353797539
4020407,889301050
1860619,333510599
987202,879623457
1746500,879288233
2305216,795601012
2254275,946471681
1897425,877998982
4802773,981707090
1152895,393020975
4901378,918938972
4005117,938230775
1709579,879934679
1855910,383621115
2186331,943408698
2775994,862944493
3005868,948886012
2674570,972425342
2615586,946866712
961999,384993286
1441625,328063199
2147260,763705205
2361726,565062008
4913721,836313168
1593454,868104094
1087490,344185689
1796915,327372739
2260489,865111274
879232,344072199
69023161,397917777
7233125,705666622
2481751,795655922
10764650,827849678
992762,343926288
2362505,342891997
4912085,936893737
5041231,852069998
4071259,909176875
3949961,966182329
12335050,812790790
3832672,932353060
2651307,776233877
1451068,378203989
43727636,822224777
5251414,903707887
9321002,923818826
2142609,336319039
82258803,389469999
4152597,775111616
3193673,819042027
2038747,762675475
135138671,773000073
9033758,846329888
1710419,332677286
2860191,937553744
4175048,329010222
3798590,963759331
2496615,943977252
938245,336054889
3134902,856684953
2687643,783224848
1703797,355912859
8102864,889177772
5349038,369656686
32346690,926052052
987202,879285234
2296097,948166002
5190612,913555979
18631328,766988886
3874576,908519368
3343806,773302009
1620107,332097689
4725296,932020298
2419981,373883186
3014993,763500507
3526725,379368533
2352823,913416454
3797405,909261568
6642810,989188379
3690355,948982005
4405212,933788112
2918685,523151983
1996521,326465166
4781008,938659589
3498076,989577060
1646178,356918488
79132017,707053333
2421076,944597953
3982047,866132679
2856189,566694368
1979435,375552088
2047529,944911807
3703062,927564779
20833972,961888989
2599146,353905005
2163639,335243444
5178688,388932777
2588648,333189299
1833023,986490553
2503412,702733738
2026327,363323334
2514128,705222744
2540219,763528529
6303047,832888279
7581247,357322227
5360560,707032000
3829876,906747797
822134,343840268
3445995,777250052
3250886,866821001
4523557,898807575
2292864,795592456
4808684,944831222
1495632,879932366
2040218,945872074
7824467,706333369
5675561,898895556
883831,343071074
1458334,344318887
1582017,335092399
4683342,982302019
6861254,825364567
3140760,934529828
7863353,706733337
3562373,353578338
2905934,702780580
4495169,917336866
3122116,382001968
883344,329092234
2972329,523911982
2651015,795628928
3651392,973920209
5851353,926579379
1752646,984605645
2868440,834335447
4674603,927809079
1091049,333455686
1969306,879288660
1604557,329342018
4664698,901872015
927907,879403337
1354515,326191273
5442663,981825558
8414019,825303456
3767054,932766556
1787990,879288655
938245,344184066
1123614,329180576
878185,344170581
3581138,849016688
20931098,374884884
3615319,866096598
15026735,789829889
2437784,349002444
3992898,902936887
3073429,763087444
1152895,336280570
5082333,962344382
6142024,826699686
878185,354171077
10921570,849031678
1184231,336290291
3643143,763661361
1016315,328465088
2925703,932710545
3442771,834817827
2819216,901380242
1545903,866020124
2546992,946879326
2942503,933664889
4504378,961608177
2067749,947467500
3375897,946998787
1984835,946710441
1087490,334354166
2434237,762501010
7083675,823120789
2802788,901713479
2721481,799230598
8889385,349280888
8301351,858849678
862842,344050478
2199478,866894928
3476435,865508739
5409693,916081868
11249219,888889033
4533924,926177977
3746944,911235567
2961285,763571371
12105839,924401999
4962666,769995558
2025427,327919839
13455988,778666665
7208268,797009779
9477068,828266662
7015509,931399902
2844667,343341444
3326879,972088015
5266301,703789979
5228344,896727737
3137473,865091232
4667758,899622679
1146736,328497386
7607902,765066660
5114397,866363680
21940687,899935666
11526131,922431888
2389219,523762002
1239081,327020370
4215281,812656569
10931077,847582678
8664805,772495888
1588168,328607539
6628606,886638639
7251215,889585386
4143886,867762992
8233034,985931990
21193687,988689833
1184231,326250381
3533172,898347899
821805,328741068
4137548,962811975
878185,354870468
7280054,888218998
1148513,357345699
6502388,969379592
1711787,336822833
5164535,828559933
6016205,922669768
1214783,334257539
5250155,706789333
3990035,906583191
7787697,917602777
2035195,762672234
1526753,343697774
2027603,332288008
1980087,944750609
1626428,334994679
3837139,972896079
2564906,705288799
3202695,702644500
1271717,344207889
883831,344190701
4931303,363061777
1793977,879879286
2492261,702733700
4792580,933261996
2157354,702788455
5358109,937776665
3242435,965341985
430786982,917059999
48552398,599594594
8334343,844449119
3213716,886554679
1441625,332506139
6814225,779993555
1813552,862947186
1085805,329242227
4482260,963369088
3105901,937214558
